,Ship Mode,Segment,Market,Category,Sales,Quantity,Discount,Profit,Shipping Cost,Order Priority
15827,Standard Class,Corporate,EU,Furniture,285.66,2,0.0,82.8,17.27,Medium
15828,Standard Class,Consumer,APAC,Technology,251.64,3,0.0,12.51,17.27,Medium
15829,First Class,Corporate,APAC,Office Supplies,118.584,3,0.1,17.064,17.27,Medium
15830,Same Day,Consumer,US,Technology,113.52,4,0.0,46.5432,17.27,Medium
15831,First Class,Corporate,EU,Office Supplies,56.76,4,0.0,11.88,17.26,Critical
15832,Standard Class,Consumer,US,Office Supplies,111.96,2,0.0,54.8604,17.26,High
15833,First Class,Home Office,US,Office Supplies,68.448,4,0.2,7.7004,17.26,Critical
15834,First Class,Consumer,LATAM,Office Supplies,88.74,3,0.0,17.7,17.25,High
15835,Standard Class,Consumer,APAC,Office Supplies,423.24,2,0.0,21.12,17.25,Medium
15836,Second Class,Consumer,APAC,Office Supplies,119.85,5,0.0,34.65,17.25,Medium
15837,Second Class,Consumer,US,Technology,132.6,6,0.0,17.238,17.25,High
15838,First Class,Consumer,US,Furniture,129.92,4,0.0,10.3936,17.25,Medium
15839,Standard Class,Consumer,LATAM,Technology,227.96,2,0.0,36.44,17.24,Medium
15840,Standard Class,Consumer,APAC,Furniture,150.255,1,0.1,25.035,17.24,High
15841,First Class,Corporate,APAC,Office Supplies,181.0977,7,0.17,-30.5823,17.24,High
15842,Standard Class,Home Office,EMEA,Office Supplies,231.48,4,0.0,55.44,17.24,Medium
15843,Second Class,Corporate,Africa,Furniture,161.22,1,0.0,45.12,17.24,High
15844,First Class,Home Office,LATAM,Technology,156.18456,2,0.202,21.10456,17.24,High
15845,Standard Class,Corporate,LATAM,Furniture,246.9,3,0.0,32.04,17.23,Medium
15846,Second Class,Corporate,EU,Office Supplies,78.84,6,0.0,19.62,17.23,Critical
15847,First Class,Consumer,EU,Office Supplies,380.64,13,0.0,18.72,17.23,High
15848,Same Day,Home Office,EU,Office Supplies,136.5,5,0.0,5.4,17.23,High
15849,Standard Class,Consumer,APAC,Office Supplies,342.624,2,0.17,61.884,17.23,Medium
15850,Standard Class,Corporate,US,Technology,165.6,3,0.2,-6.21,17.23,Medium
15851,Standard Class,Consumer,EMEA,Furniture,190.344,1,0.6,-99.936,17.23,Medium
15852,Second Class,Consumer,LATAM,Office Supplies,125.5,5,0.0,36.3,17.23,Medium
15853,Standard Class,Home Office,LATAM,Office Supplies,99.0,5,0.0,12.8,17.23,High
15854,Standard Class,Consumer,EU,Furniture,262.602,2,0.1,14.562,17.22,Medium
15855,Standard Class,Corporate,EU,Technology,166.0815,3,0.15,-21.5685,17.22,Medium
15856,Second Class,Home Office,EU,Technology,80.46,2,0.5,-59.58,17.22,High
15857,Standard Class,Consumer,APAC,Furniture,205.74,2,0.25,-5.52,17.22,Medium
15858,Standard Class,Home Office,EU,Furniture,199.584,4,0.1,22.104,17.21,Medium
15859,Standard Class,Corporate,EU,Office Supplies,388.773,7,0.1,-13.167,17.21,Medium
15860,Standard Class,Consumer,LATAM,Furniture,182.08,4,0.6,-186.64,17.21,High
15861,Standard Class,Home Office,LATAM,Office Supplies,396.9,3,0.0,182.52,17.2,High
15862,Standard Class,Home Office,LATAM,Office Supplies,92.5,5,0.0,9.2,17.2,High
15863,Standard Class,Consumer,EU,Technology,165.96,2,0.0,26.52,17.2,Medium
15864,Second Class,Consumer,APAC,Office Supplies,136.1781,3,0.17,-23.0319,17.2,High
15865,Standard Class,Corporate,US,Technology,265.93,7,0.0,63.8232,17.2,Medium
15866,First Class,Home Office,US,Technology,395.0,5,0.0,39.5,17.2,High
15867,Second Class,Consumer,US,Furniture,48.58,1,0.0,7.7728,17.2,Critical
15868,First Class,Home Office,LATAM,Office Supplies,255.78,5,0.4,-29.92,17.19,Medium
15869,Standard Class,Corporate,LATAM,Office Supplies,328.14,9,0.0,85.14,17.19,Medium
15870,First Class,Corporate,EU,Furniture,144.06,4,0.3,-37.14,17.19,Medium
15871,Standard Class,Home Office,APAC,Office Supplies,189.0,5,0.0,58.5,17.19,Medium
15872,Second Class,Corporate,EMEA,Furniture,132.912,2,0.6,-83.088,17.19,Medium
15873,First Class,Consumer,LATAM,Technology,692.03316,7,0.002,310.53316,17.18,Medium
15874,First Class,Corporate,APAC,Office Supplies,264.384,3,0.1,23.454,17.18,Critical
15875,First Class,Home Office,Africa,Office Supplies,207.36,1,0.0,35.25,17.18,Critical
15876,Standard Class,Corporate,Africa,Technology,239.04,1,0.0,31.05,17.18,Medium
15877,Same Day,Consumer,EMEA,Office Supplies,119.94,1,0.6,-80.97,17.18,High
15878,Second Class,Corporate,Africa,Office Supplies,58.44,2,0.0,7.56,17.18,Critical
15879,Same Day,Consumer,Africa,Office Supplies,53.7,1,0.0,4.29,17.18,Critical
15880,Standard Class,Home Office,EU,Office Supplies,131.76,5,0.1,-7.44,17.17,Low
15881,Standard Class,Corporate,EU,Furniture,205.8,4,0.0,24.6,17.17,Medium
15882,Second Class,Consumer,EMEA,Technology,49.44,1,0.0,14.31,17.17,Critical
15883,Second Class,Consumer,LATAM,Furniture,131.84,5,0.2,-0.06,17.17,High
15884,Standard Class,Consumer,APAC,Office Supplies,407.04,8,0.0,0.0,17.16,Medium
15885,Standard Class,Home Office,LATAM,Technology,390.72,8,0.0,191.36,17.16,Medium
15886,Standard Class,Home Office,LATAM,Furniture,231.12,6,0.0,103.92,17.15,Medium
15887,Standard Class,Corporate,APAC,Office Supplies,184.68,4,0.0,35.04,17.15,Medium
15888,Standard Class,Consumer,US,Office Supplies,306.2,5,0.0,0.0,17.15,Medium
15889,First Class,Consumer,US,Office Supplies,62.496,2,0.2,21.8736,17.15,Critical
15890,Standard Class,Corporate,LATAM,Furniture,247.02,3,0.0,106.2,17.15,Medium
15891,Second Class,Corporate,LATAM,Office Supplies,171.84,2,0.0,65.28,17.14,High
15892,Standard Class,Consumer,APAC,Furniture,350.07,7,0.0,147.0,17.14,Medium
15893,Second Class,Consumer,US,Furniture,254.9745,3,0.15,11.9988,17.14,High
15894,Standard Class,Corporate,Africa,Furniture,299.16,2,0.0,95.7,17.14,High
15895,Standard Class,Consumer,Africa,Technology,124.29,1,0.0,42.24,17.14,High
15896,Second Class,Consumer,EMEA,Office Supplies,47.61,1,0.0,9.03,17.14,Critical
15897,Standard Class,Corporate,LATAM,Office Supplies,378.6,1,0.0,124.92,17.13,Medium
15898,Second Class,Consumer,APAC,Furniture,179.46,3,0.0,69.93,17.13,Medium
15899,Standard Class,Corporate,APAC,Technology,221.4,2,0.0,57.54,17.13,Medium
15900,Second Class,Corporate,US,Furniture,139.86,7,0.0,60.1398,17.13,High
15901,First Class,Consumer,US,Office Supplies,203.52,3,0.0,54.9504,17.13,Medium
15902,Standard Class,Corporate,LATAM,Furniture,229.392,4,0.4,-141.488,17.13,Medium
15903,Standard Class,Consumer,LATAM,Furniture,259.248,3,0.2,-32.412,17.13,Medium
15904,First Class,Consumer,LATAM,Office Supplies,99.66,3,0.0,34.86,17.13,High
15905,Standard Class,Corporate,EU,Furniture,200.16,4,0.6,-60.12,17.12,Medium
15906,Same Day,Consumer,APAC,Office Supplies,89.1918,2,0.17,-0.0282,17.12,High
15907,First Class,Consumer,APAC,Office Supplies,133.5,5,0.0,65.4,17.12,Medium
15908,Standard Class,Consumer,US,Furniture,172.11,1,0.4,-94.6605,17.12,Medium
15909,Second Class,Corporate,EMEA,Office Supplies,105.84,2,0.0,48.66,17.12,High
15910,Standard Class,Corporate,Africa,Technology,285.36,4,0.0,39.84,17.12,Medium
15911,Standard Class,Home Office,LATAM,Furniture,205.1,14,0.5,-205.1,17.12,Medium
15912,Standard Class,Consumer,EU,Office Supplies,96.012,4,0.1,-6.468,17.11,High
15913,Second Class,Corporate,APAC,Furniture,168.21,9,0.0,65.34,17.11,Medium
15914,Standard Class,Consumer,EMEA,Office Supplies,216.96,4,0.0,82.44,17.11,Medium
15915,Standard Class,Consumer,EU,Office Supplies,189.63,7,0.0,94.71,17.1,Medium
15916,Second Class,Consumer,EU,Office Supplies,155.925,9,0.5,-155.925,17.1,Medium
15917,Second Class,Home Office,EU,Technology,222.66,6,0.0,33.3,17.1,Medium
15918,Second Class,Consumer,EU,Office Supplies,242.55,11,0.0,43.56,17.1,Medium
15919,Second Class,Corporate,US,Office Supplies,841.568,2,0.2,294.5488,17.1,Medium
15920,First Class,Consumer,EMEA,Office Supplies,125.22,2,0.0,37.56,17.1,High
15921,Standard Class,Consumer,EMEA,Office Supplies,210.12,4,0.0,37.8,17.1,Medium
15922,Same Day,Corporate,LATAM,Office Supplies,52.74,3,0.0,13.68,17.1,Critical
15923,Standard Class,Home Office,LATAM,Office Supplies,205.6,5,0.0,22.6,17.1,Medium
15924,Second Class,Corporate,LATAM,Technology,87.16,2,0.0,31.36,17.09,High
15925,Standard Class,Corporate,LATAM,Technology,145.68,3,0.0,59.7,17.09,Low
15926,First Class,Consumer,EU,Office Supplies,64.08,4,0.0,2.52,17.09,High
15927,Standard Class,Corporate,EU,Office Supplies,106.8,8,0.5,-47.04,17.09,High
15928,Standard Class,Consumer,APAC,Technology,176.6808,6,0.47,-156.6792,17.09,Medium
15929,Standard Class,Corporate,US,Technology,196.776,3,0.2,14.7582,17.09,Medium
15930,Standard Class,Consumer,US,Technology,211.168,4,0.2,23.7564,17.09,Medium
15931,Second Class,Corporate,Canada,Office Supplies,103.26,2,0.0,17.52,17.09,High
15932,First Class,Corporate,EMEA,Office Supplies,86.94,6,0.0,28.62,17.09,High
15933,Standard Class,Home Office,LATAM,Furniture,195.648,1,0.2,-34.252,17.08,Medium
15934,Second Class,Corporate,APAC,Office Supplies,153.81,3,0.0,27.63,17.08,High
15935,First Class,Consumer,US,Furniture,79.12,5,0.2,13.846,17.08,High
15936,First Class,Consumer,EMEA,Furniture,142.8,1,0.0,12.84,17.08,Medium
15937,Second Class,Corporate,EU,Furniture,135.297,1,0.1,39.057,17.07,Medium
15938,Standard Class,Home Office,EU,Office Supplies,264.384,3,0.1,-26.496,17.07,Medium
15939,Second Class,Consumer,APAC,Technology,268.596,4,0.1,35.796,17.07,Medium
15940,Standard Class,Consumer,LATAM,Furniture,190.92,3,0.0,9.54,17.06,Low
15941,Standard Class,Home Office,LATAM,Office Supplies,304.74,9,0.0,5.94,17.06,Medium
15942,Second Class,Corporate,EU,Office Supplies,88.74,3,0.0,15.03,17.06,High
15943,Standard Class,Corporate,APAC,Office Supplies,88.3722,7,0.47,-78.3678,17.06,High
15944,Second Class,Consumer,APAC,Office Supplies,114.156,7,0.1,34.146,17.06,High
15945,Second Class,Corporate,US,Technology,189.95,5,0.0,45.588,17.06,Medium
15946,Standard Class,Corporate,LATAM,Technology,224.82,3,0.0,92.16,17.06,Medium
15947,First Class,Corporate,LATAM,Office Supplies,53.82,3,0.0,19.32,17.05,High
15948,Standard Class,Consumer,APAC,Office Supplies,379.809,3,0.1,113.859,17.05,Medium
15949,First Class,Consumer,EMEA,Office Supplies,137.34,1,0.0,0.0,17.05,High
15950,First Class,Consumer,EU,Furniture,73.536,4,0.6,-62.544,17.04,High
15951,Standard Class,Home Office,EU,Office Supplies,241.488,3,0.4,-124.812,17.04,Medium
15952,Standard Class,Corporate,APAC,Technology,199.26,2,0.1,35.4,17.04,Medium
15953,Standard Class,Consumer,US,Furniture,350.98,1,0.0,84.2352,17.04,Medium
15954,Same Day,Consumer,EMEA,Furniture,85.71,1,0.0,40.26,17.04,High
15955,Standard Class,Corporate,Africa,Technology,136.68,1,0.0,46.47,17.04,Medium
15956,Standard Class,Consumer,Africa,Technology,168.18,2,0.0,11.76,17.04,High
15957,First Class,Consumer,EU,Office Supplies,193.68,4,0.0,58.08,17.03,Medium
15958,Standard Class,Home Office,EU,Office Supplies,109.92,2,0.0,38.46,17.03,High
15959,Standard Class,Home Office,EU,Office Supplies,206.4,5,0.0,24.75,17.03,Medium
15960,Second Class,Home Office,EU,Office Supplies,84.3,2,0.0,28.62,17.03,High
15961,Second Class,Consumer,APAC,Furniture,306.774,2,0.1,88.614,17.03,Medium
15962,Standard Class,Consumer,APAC,Office Supplies,133.02,3,0.0,2.61,17.03,Low
15963,Standard Class,Corporate,LATAM,Furniture,375.76,5,0.2,-51.74,17.03,Medium
15964,Standard Class,Corporate,LATAM,Furniture,96.42,3,0.0,12.48,17.03,High
15965,Standard Class,Home Office,LATAM,Furniture,159.6,3,0.0,71.82,17.02,Medium
15966,Second Class,Consumer,LATAM,Technology,429.32,1,0.0,85.86,17.02,Critical
15967,Standard Class,Home Office,EU,Office Supplies,281.52,6,0.0,61.92,17.02,Medium
15968,Second Class,Corporate,EU,Technology,69.066,2,0.1,-6.174,17.02,Critical
15969,First Class,Corporate,US,Office Supplies,332.704,1,0.2,33.2704,17.02,Medium
15970,Standard Class,Corporate,EMEA,Technology,244.98,2,0.0,63.66,17.02,Medium
15971,Standard Class,Consumer,EMEA,Office Supplies,415.62,2,0.0,182.82,17.02,Medium
15972,Second Class,Consumer,LATAM,Office Supplies,121.5,3,0.0,19.44,17.02,High
15973,Second Class,Consumer,LATAM,Furniture,81.48,7,0.0,26.04,17.01,Critical
15974,Standard Class,Consumer,EU,Office Supplies,275.616,8,0.4,45.936,17.01,Medium
15975,Standard Class,Corporate,EU,Office Supplies,181.26,6,0.0,28.98,17.01,Medium
15976,First Class,Consumer,EU,Office Supplies,111.84,4,0.0,54.72,17.01,Medium
15977,Same Day,Corporate,Africa,Technology,88.53,1,0.0,3.54,17.01,High
15978,Standard Class,Home Office,EU,Office Supplies,214.92,4,0.0,25.68,17.0,Medium
15979,Same Day,Consumer,APAC,Technology,482.328,2,0.1,107.148,17.0,High
15980,Second Class,Consumer,APAC,Technology,163.5,2,0.0,52.32,17.0,Medium
15981,Second Class,Corporate,US,Technology,404.94,3,0.0,109.3338,17.0,Medium
15982,First Class,Consumer,LATAM,Office Supplies,47.1,5,0.4,-16.5,16.99,Critical
15983,Same Day,Consumer,EU,Office Supplies,89.46,3,0.0,26.82,16.99,High
15984,Standard Class,Consumer,EU,Office Supplies,268.65,9,0.0,61.56,16.99,Low
15985,Standard Class,Consumer,EU,Furniture,610.35,5,0.0,207.45,16.99,Medium
15986,Standard Class,Corporate,EU,Furniture,146.34,3,0.0,7.29,16.99,Medium
15987,First Class,Consumer,LATAM,Technology,391.22748,3,0.202,-0.99252,16.98,High
15988,Standard Class,Consumer,EU,Technology,244.98,2,0.0,63.66,16.98,Medium
15989,Standard Class,Corporate,APAC,Furniture,148.17,1,0.0,71.1,16.98,High
15990,Standard Class,Corporate,EMEA,Furniture,339.48,6,0.6,-101.88,16.98,Medium
15991,Standard Class,Consumer,EMEA,Office Supplies,226.56,4,0.6,-243.6,16.98,Medium
15992,First Class,Corporate,LATAM,Office Supplies,109.2,4,0.0,43.68,16.98,High
15993,Standard Class,Consumer,EU,Office Supplies,163.32,4,0.0,26.04,16.97,Medium
15994,Same Day,Corporate,US,Office Supplies,64.96,5,0.2,-4.06,16.97,Critical
15995,Standard Class,Home Office,EMEA,Technology,345.384,6,0.6,-362.736,16.97,Medium
15996,Standard Class,Consumer,LATAM,Technology,246.48,5,0.4,-37.02,16.97,Medium
15997,Standard Class,Consumer,EU,Office Supplies,359.64,3,0.1,31.95,16.96,Medium
15998,Second Class,Home Office,EU,Office Supplies,72.09,3,0.0,19.44,16.96,High
15999,Standard Class,Consumer,US,Office Supplies,195.104,4,0.2,21.9492,16.96,Medium
16000,Same Day,Consumer,EMEA,Office Supplies,114.84,2,0.0,57.42,16.96,High
16001,Second Class,Consumer,EU,Office Supplies,101.94,2,0.0,5.04,16.95,High
16002,Second Class,Corporate,EU,Furniture,175.44,4,0.0,12.24,16.95,Medium
16003,Standard Class,Home Office,EU,Office Supplies,118.65,5,0.0,53.25,16.95,Low
16004,First Class,Consumer,EU,Furniture,78.312,2,0.6,-64.608,16.95,High
16005,Standard Class,Consumer,US,Technology,239.97,3,0.0,71.991,16.95,Medium
16006,First Class,Corporate,US,Furniture,44.67,3,0.0,12.0609,16.95,Critical
16007,First Class,Consumer,LATAM,Technology,231.97512,2,0.002,43.69512,16.94,Medium
16008,First Class,Consumer,EU,Office Supplies,246.6,5,0.0,88.65,16.94,Medium
16009,Standard Class,Corporate,EU,Office Supplies,333.84,4,0.0,133.44,16.94,Medium
16010,Standard Class,Consumer,EU,Office Supplies,177.66,7,0.0,58.59,16.94,Medium
16011,Standard Class,Consumer,APAC,Technology,212.49,2,0.1,49.53,16.94,Medium
16012,Standard Class,Corporate,APAC,Office Supplies,203.58,6,0.0,46.8,16.94,Medium
16013,Second Class,Consumer,EMEA,Office Supplies,218.76,4,0.0,54.6,16.94,High
16014,Standard Class,Consumer,LATAM,Office Supplies,401.94,9,0.0,11.88,16.93,Medium
16015,Standard Class,Corporate,LATAM,Office Supplies,121.52,7,0.0,43.68,16.93,High
16016,Standard Class,Corporate,EU,Office Supplies,208.44,9,0.5,-100.17,16.93,Medium
16017,First Class,Consumer,EMEA,Office Supplies,57.6,2,0.0,25.92,16.93,Critical
16018,First Class,Consumer,Africa,Furniture,89.04,4,0.0,39.96,16.93,Medium
16019,Second Class,Consumer,LATAM,Furniture,121.584,2,0.4,-50.696,16.93,High
16020,Standard Class,Corporate,EU,Technology,263.67,2,0.5,-131.85,16.92,Medium
16021,Standard Class,Home Office,EU,Office Supplies,438.27,7,0.0,175.14,16.92,Low
16022,Standard Class,Corporate,EU,Office Supplies,145.26,3,0.0,43.56,16.92,Medium
16023,Standard Class,Consumer,EU,Office Supplies,133.29,3,0.0,43.92,16.92,High
16024,Standard Class,Corporate,APAC,Technology,306.24,2,0.0,30.6,16.92,High
16025,Standard Class,Consumer,APAC,Furniture,219.96,2,0.0,8.76,16.92,Medium
16026,Second Class,Consumer,APAC,Furniture,147.888,4,0.4,-4.992,16.92,Medium
16027,Standard Class,Consumer,LATAM,Technology,248.5,5,0.0,111.8,16.91,Medium
16028,Second Class,Corporate,EU,Office Supplies,249.0,5,0.0,29.85,16.91,Medium
16029,Second Class,Home Office,EU,Technology,166.5,2,0.0,14.94,16.91,High
16030,Standard Class,Consumer,US,Office Supplies,242.94,3,0.0,9.7176,16.91,Medium
16031,Standard Class,Home Office,EMEA,Office Supplies,85.5,2,0.0,18.78,16.91,Low
16032,Second Class,Corporate,Canada,Office Supplies,279.72,6,0.0,8.28,16.91,High
16033,Standard Class,Consumer,Africa,Furniture,369.72,6,0.0,158.94,16.91,Medium
16034,Second Class,Consumer,LATAM,Office Supplies,165.8,5,0.0,44.7,16.91,Medium
16035,Standard Class,Home Office,EU,Office Supplies,204.876,4,0.1,70.476,16.9,Medium
16036,Standard Class,Consumer,EU,Technology,332.748,3,0.1,-14.832,16.9,Medium
16037,Standard Class,Consumer,EU,Office Supplies,256.392,4,0.1,31.272,16.9,Medium
16038,Standard Class,Consumer,APAC,Technology,92.934,3,0.4,12.384,16.9,Low
16039,Standard Class,Consumer,APAC,Furniture,232.4133,3,0.37,-107.0667,16.9,Medium
16040,Standard Class,Home Office,APAC,Office Supplies,142.884,6,0.1,34.884,16.9,High
16041,Standard Class,Consumer,EMEA,Office Supplies,365.52,8,0.0,58.32,16.9,Medium
16042,Standard Class,Home Office,Africa,Technology,194.292,4,0.7,-349.788,16.9,High
16043,Same Day,Consumer,LATAM,Office Supplies,47.1,5,0.4,-16.5,16.9,Critical
16044,Second Class,Corporate,LATAM,Technology,101.6,4,0.0,44.64,16.89,High
16045,Same Day,Consumer,EU,Office Supplies,41.64,4,0.0,14.04,16.89,Critical
16046,Standard Class,Corporate,EU,Furniture,232.44,4,0.0,41.76,16.89,High
16047,Second Class,Corporate,APAC,Office Supplies,103.425,7,0.5,-2.205,16.89,Critical
16048,Standard Class,Consumer,APAC,Office Supplies,209.1,5,0.15,44.25,16.89,Medium
16049,Standard Class,Corporate,US,Technology,191.976,3,0.2,19.1976,16.89,Medium
16050,Standard Class,Consumer,US,Furniture,194.352,3,0.2,19.4352,16.89,Medium
16051,Same Day,Consumer,EMEA,Technology,153.192,2,0.6,-134.088,16.89,Medium
16052,First Class,Consumer,EU,Office Supplies,130.104,4,0.4,-41.256,16.88,High
16053,First Class,Corporate,EU,Office Supplies,91.44,6,0.0,27.36,16.88,Critical
16054,Standard Class,Corporate,EU,Technology,556.632,2,0.1,111.312,16.88,Medium
16055,Standard Class,Consumer,EU,Office Supplies,139.86,3,0.0,4.14,16.88,High
16056,Standard Class,Home Office,EU,Office Supplies,284.55,5,0.0,116.55,16.88,Medium
16057,Standard Class,Corporate,EU,Technology,357.36,1,0.0,117.9,16.88,Medium
16058,Standard Class,Consumer,APAC,Technology,293.16,4,0.0,123.12,16.88,Medium
16059,Standard Class,Corporate,LATAM,Furniture,347.58,3,0.0,90.36,16.88,Medium
16060,First Class,Consumer,EU,Office Supplies,66.9,5,0.0,16.05,16.87,High
16061,Same Day,Corporate,APAC,Office Supplies,84.375,5,0.1,5.625,16.87,Medium
16062,First Class,Consumer,US,Office Supplies,57.75,5,0.0,16.17,16.87,Critical
16063,Standard Class,Consumer,US,Furniture,198.744,4,0.3,-14.196,16.87,Medium
16064,Standard Class,Corporate,EMEA,Office Supplies,559.68,1,0.0,123.12,16.87,Medium
16065,Standard Class,Consumer,EU,Office Supplies,181.8,6,0.0,83.52,16.86,Medium
16066,First Class,Corporate,EU,Office Supplies,158.76,3,0.0,72.99,16.86,Medium
16067,First Class,Home Office,APAC,Office Supplies,42.66,4,0.1,17.46,16.86,Critical
16068,First Class,Home Office,APAC,Office Supplies,169.6188,4,0.17,-12.3012,16.86,Medium
16069,Standard Class,Consumer,APAC,Office Supplies,255.45,5,0.0,28.05,16.86,High
16070,Second Class,Consumer,Africa,Office Supplies,57.87,1,0.0,15.03,16.86,Critical
16071,Standard Class,Consumer,EMEA,Office Supplies,199.68,4,0.0,99.84,16.86,Medium
16072,Standard Class,Corporate,LATAM,Furniture,180.6,6,0.0,7.2,16.85,Medium
16073,Standard Class,Corporate,APAC,Furniture,257.688,2,0.1,28.608,16.85,Medium
16074,Standard Class,Home Office,APAC,Furniture,155.763,3,0.1,62.253,16.85,High
16075,First Class,Corporate,APAC,Office Supplies,61.38,2,0.0,30.06,16.85,Critical
16076,Standard Class,Consumer,US,Technology,201.584,2,0.2,20.1584,16.85,Medium
16077,Standard Class,Corporate,EMEA,Furniture,175.26,1,0.6,-148.98,16.85,Medium
16078,Standard Class,Home Office,LATAM,Office Supplies,205.8,6,0.0,80.16,16.85,Medium
16079,Standard Class,Corporate,LATAM,Technology,153.36,2,0.0,65.92,16.85,High
16080,First Class,Consumer,LATAM,Office Supplies,72.0,8,0.0,12.96,16.84,High
16081,Second Class,Corporate,EU,Technology,713.79,7,0.4,-309.33,16.84,Medium
